0	0	0.6911908888
0	0	0.7086122696
0	0	0.6931442829
0	0	0.7083926598
0	0	0.7092594423
100	95.99908448	0.7091171973
100	96.47120334	0.7100708598
100	95.48261905	0.7134398187
100	95.4694083	0.7119017421
100	95.99813465	0.7087569641
200	186.4427466	0.7029734247
200	186.9865588	0.708315724
200	184.9773316	0.7208558812
200	187.9869351	0.7108255063
200	185.9677218	0.7198813191
300	274.4466065	0.7077263681
300	271.9960766	0.712338185
300	276.9384956	0.7087365549
300	270.9156114	0.7198773186
300	272.4041069	0.7099526549
400	361.9656097	0.7132333158
400	361.0092096	0.7065958738
400	351.9519604	0.7149908996
400	355.8756562	0.7035871929
400	351.8708894	0.7191349745
500	394.4104319	0.7138357084
500	392.3460289	0.7116704102
500	393.417364	0.7122282868
500	408.9347741	0.6896140772
500	426.4547547	0.6829923091
600	442.4006938	0.6803352044
600	439.9679017	0.6819098625
600	497.4228541	0.7089752161
600	509.9760472	0.7164457336
600	517.2457738	0.7166525174
700	547.4197333	0.7193042103
700	558.9301721	0.7118830835
700	553.3146517	0.7044094703
700	539.7547215	0.7209623521
700	545.8042847	0.7165550206
800	557.2851538	0.704780543
800	554.4220772	0.7171359602
800	539.9438726	0.726383924
800	541.2304367	0.6943695288
800	569.4962661	0.7161115368
900	574.4356991	0.7196081528
900	582.7870633	0.7150558594
900	561.4983266	0.7236047715
900	565.4708791	0.7159174834
900	572.9415352	0.7060465928
0	0	0.7021583491
0	0	0.7037601141
0	0	0.6989223511
0	0	0.7121418842
0	0	0.7076841987
0	0	0.7141249554
0	0	0.7052346021
0	0	0.7113466113
0	0	0.7028963109
0	0	0.7107087535
50	48.98287942	0.7041861117
50	48.99162507	0.7098369601
50	48.99302069	0.7097421096
50	48.97421275	0.7107652444
50	48.9821206	0.7037103924
50	48.9989486	0.7068930717
50	48.99755264	0.7133266423
50	48.9989486	0.7071076271
50	48.99211557	0.7123716922
50	48.98486414	0.7123522779
100	95.97519562	0.7079078922
100	95.99376338	0.7089087589
100	96.45659308	0.7051795706
100	93.49508484	0.6874957615
100	95.96478801	0.7125794559
100	95.46224121	0.7128903699
100	95.99314548	0.7031982912
100	95.96632041	0.7171402621
100	95.96861912	0.7052961265
100	96.50192116	0.7090627
150	139.9470982	0.7167824792
150	139.999032	0.7051179007
150	141.4487901	0.7106447752
150	141.4868272	0.7081285915
150	141.4754611	0.7047320606
150	138.9619324	0.7097550756
150	140.4914251	0.7080735026
150	140.4888461	0.7081307871
150	140.4540728	0.7051672886
150	140.4504073	0.6993651876
200	185.440269	0.7084097307
200	184.9617006	0.7110104415
200	184.9607086	0.716454091
200	181.9789572	0.7021019978
200	183.9784848	0.7153372214
200	186.4312823	0.7040334647
200	184.4958652	0.7093331909
200	186.4850832	0.7033512073
200	188.4957531	0.702823005
200	185.9901557	0.7136291484
250	227.9057797	0.712584261
250	229.4143177	0.7064420281
250	229.4426435	0.7046969625
250	227.4812073	0.706410118
250	227.4898575	0.7088284214
250	230.466015	0.7084131601
250	226.924986	0.7117721913
250	226.9133312	0.7049671802
250	229.9086242	0.7044692611
250	227.9613298	0.7065498165
300	271.425936	0.7116656318
300	270.8995019	0.709718781
300	273.992063	0.7078825662
300	275.965918	0.7047639491
300	273.501891	0.7022957998
300	272.4936007	0.70660153
300	274.4973822	0.7050203724
300	269.9503132	0.6993157805
300	272.4391051	0.6991278687
300	273.4708554	0.7008451008
350	290.4865294	0.7058868103
350	291.9069849	0.7007196462
350	293.4926527	0.7033305929
350	293.441337	0.7038167132
350	298.892502	0.7041211717
350	291.891262	0.707413452
350	296.4894674	0.7004070385
350	292.4267592	0.706927036
350	293.4439251	0.7018893662
350	292.4650309	0.6992957794
400	355.4696169	0.7030792097
400	338.4470257	0.7113855087
400	342.9667198	0.7151924003
400	337.4557494	0.7151451989
400	333.9425555	0.7022342664
400	342.3873485	0.7098429931
400	351.4108969	0.7138049449
400	347.4791644	0.7093984749
400	359.4308441	0.7084251083
400	356.3774351	0.704582065
450	379.3987348	0.6946864495
450	381.8769961	0.6981083209
450	385.3343568	0.7042134407
450	385.5047794	0.7025932466
450	367.8677386	0.6884515734
450	380.8491787	0.7086826363
450	383.8449265	0.7092804745
450	375.980055	0.7118704526
450	382.8552759	0.7049309752
450	378.8344413	0.7101317054
500	391.4531951	0.7096209368
500	390.9087107	0.7093240229
500	385.890056	0.6972612552
500	393.3802312	0.7073451213
500	393.3511207	0.6987928502
500	391.3785079	0.7018605997
500	391.4966864	0.7053097184
500	401.3766005	0.7040791374
500	395.4671411	0.7114614295
500	393.337153	0.7172644826
550	417.3904355	0.7095615009
550	434.4035764	0.7205923718
550	435.8895286	0.7169732351
550	434.3581759	0.7126324234
550	421.4015897	0.6918805005
550	433.8418464	0.7158327849
550	413.2944024	0.7044590036
550	420.9684347	0.7104384214
550	417.4862142	0.7092182689
550	431.416531	0.7124350484
600	509.8715688	0.716890663
600	517.3869455	0.7183102896
600	511.9741224	0.7132193865
600	514.4737507	0.7224669626
600	511.3174434	0.7070008502
600	514.8043542	0.7050628645
600	510.9506628	0.7074132005
600	518.7997435	0.7050485275
600	509.8329853	0.7001817015
600	527.3449763	0.7043358903
650	549.3322916	0.7087805488
650	555.3961191	0.7087327511
650	574.3388983	0.703135059
650	556.2719503	0.712304711
650	558.9933363	0.7109569927
650	561.9154642	0.7034832465
650	553.4687261	0.7154549011
650	557.7250803	0.6988534179
650	572.4104053	0.7013645572
650	562.3150555	0.7031578885
700	549.8025888	0.7160270325
700	556.2119021	0.7054946229
700	548.3861207	0.7108530984
700	564.9160903	0.7042487466
700	552.2944518	0.7059598619
700	519.3314214	0.7081351265
700	539.498971	0.7160748182
700	548.8998206	0.71840668
700	552.8706898	0.7153500878
700	549.8405919	0.70540198
750	559.3886372	0.7095887874
750	564.271765	0.7091492374
750	551.437156	0.7097315601
750	570.4395465	0.7065526776
750	547.802001	0.7179637893
750	546.2811908	0.7196033758
750	555.4227973	0.7134938858
750	553.3663521	0.7157744236
750	542.3104508	0.7216286232
750	554.3128636	0.7154248721
800	553.9155452	0.7106412775
800	567.907522	0.7058596139
800	550.9488367	0.7172338428
800	555.8999347	0.7155073244
800	552.3220951	0.7145366293
800	560.3716743	0.7112302835
800	556.8980953	0.7153464534
800	552.2473329	0.7155221186
800	566.8149269	0.7092574813
800	546.3074256	0.7203475561
850	575.4471104	0.7039959515
850	552.7281365	0.72045651
850	563.3247964	0.7073609907
850	570.418197	0.715876529
850	554.7966951	0.7230308618
850	561.2440196	0.7173125935
850	560.9666307	0.7226371416
850	557.4330836	0.7214332284
850	556.4004415	0.7163332762
850	561.8238567	0.710432061
900	572.975957	0.7075215752
900	568.2403544	0.7144361253
900	564.3555575	0.7177370207
900	570.9186017	0.7103855573
900	567.7658846	0.7015447336
900	568.7975314	0.7142041766
900	562.409423	0.7157412766
900	567.9267463	0.7142790131
900	583.3835821	0.7039302662
900	580.3818979	0.7099336754
950	611.4178567	0.7148786569
950	591.2664145	0.7064500941
950	608.8145674	0.71296277
950	596.3619396	0.7009621601
950	596.4114122	0.7084755827
950	622.8364319	0.7213926892
950	591.8768776	0.7070624127
950	587.7857274	0.6965844937
950	604.8717949	0.7133106429
950	591.0126818	0.7117256
